,date,orders_N4,today_orders,orders_N3,month_N3,day_week_N3,temperature_N3,precipitation_N3,condition_N3,holiday_N3
0,2020-04-12,4,12,3,4,3,23.0,1.0,1,0
1,2020-04-13,3,12,3,4,4,24.3,1.9,1,0
2,2020-04-14,3,3,4,4,5,24.0,2.5,1,0
3,2020-04-15,2,3,6,4,6,21.7,5.6,1,0
4,2020-04-16,12,3,12,4,7,15.6,0.0,0,0
5,2020-04-17,12,4,10,4,1,19.4,0.0,0,0
6,2020-04-18,3,6,5,4,2,14.8,11.0,1,0
